Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,HO deletion,Plasmid class,Plasmid CN,Ploidy,Aneuploidies,Zygosity,Total number of SNPs,Proportion of clean heterozygous SNPs (whole dataset),Number of singletons,Mean coverage,Clades
21-4-105,ALP,River water Morava,Water,"Bratislava, Deninska Nova Ves, Slovakia",no,B,24,2,aneu;+1*9;,heterozygous,"69,838",51,12,223,Mixed origin 
CCY_21-4-97,BBD,Fish pond water,Water,"Jakubov, Slovakia",no,B,49,2,aneu;+1*8;,heterozygous,"69,389",52,25,310,Mixed origin 
CCY_21-4-98,BBE,Sediment of fresh water lake,Water,"Jakubov, Slovakia",no,B,106,2,aneu;+1*8;,heterozygous,"67,543",48,22,302,Mixed origin 
CLIB274_1,AAN,Bakery,Bakery,Czech Republic,no,B,35,2,aneu;-1*3;,heterozygous,"70,294",54.1,15,189,Mixed origin 
646-3B,CHI,Bakery,Bakery,USA,no,B,23,2,euploid,heterozygous,"70,916",56.1,21,177,Mixed origin 
YS11(E),APL,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,Turkey,no,B,16,2,euploid,heterozygous,"69,856",56.1,39,204,Mixed origin 
CBS6216,AEV,Tapwater,Water,"Rotterdam, Netherlands",no,B,29,2,aneu;+1*7;,heterozygous,"68,065",47,33,228,Mixed origin 
2.6_Windsor_British,CFI,Carlsberg Beer,Beer,UK,no,B,103,4,aneu;+1*9;,heterozygous,"94,571",77.7,28,253,Mixed origin 
3.3_Safale_S-33,CFN,Carlsberg Beer,Beer,NA,no,B,100,4,aneu;+1*2;+1*9;,heterozygous,"95,047",77.6,33,277,Mixed origin 
Win-8B,CHK,Brewery,Beer,UK,no,B,38,2,aneu;+1*9;,heterozygous,"71,262",54.1,13,212,Mixed origin 
319-5C,CHH,Bakery,Bakery,France,no,B,10,2,aneu;+1*7;,heterozygous,"68,402",52.3,102,150,Mixed origin 
CLIB318_1,ADL,Bakery,Bakery,Netherlands,no,B,33,2,aneu;+1*1;+1*6;+1*9;+1*11;,heterozygous,"75,765",59.2,15,216,Mixed origin 
CLQCA_10-386,BDL,Beer,Beer,Equador,no,B,9,2,euploid,heterozygous,"73,045",53.7,29,240,Mixed origin 
EXF-6835,BFM,"Petrol station, oil contaminated asphalt",Industrial,Slovenia,no,B,141,4,aneu;-1*13;-1*16;,heterozygous,"86,428",77.5,19,77,Mixed origin 
EXF-5734,BFE,Spoiled gooseberry juice,Industrial,NA,no,B,127,4,aneu;-1*14;,heterozygous,"96,517",78,6,270,Mixed origin 
EXF-5869,BFG,Rotten wood,Nature,NA,no,B,103,4,euploid,heterozygous,"96,580",78.6,11,199,Mixed origin 
YS5(E),BTD,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,NA,no,B,35,4,aneu;+1*10;,heterozygous,"91,744",79,42,90,Mixed origin 
CLIB324_2,ADM,Bakery,Bakery,Vietnam,no,B,69,2,euploid,heterozygous,"72,819",54.8,34,298,Mixed origin 
CLQCA_10-003,AKT,Stingless bee,Insect,"Pichincha, Ecuador",no,A,18,2,euploid,heterozygous,"71,777",55.7,58,186,Mixed origin 
324-6C,CHG,Bakery,Bakery,Vietnam,no,B,57,2,euploid,heterozygous,"70,009",53.5,44,225,Mixed origin 
SC 29 F. Dromer IP,CHR,Vagina,"Human, clinical",France,no,A,52,2,euploid,heterozygous,"73,587",56.4,10,212,Mixed origin 
NCYC_2780,BML,Vagina,"Human, clinical",Belgium,no,B,19,4,aneu;-1*3;+1*6;-1*7;-1*10;,heterozygous,"92,767",76.9,57,328,Mixed origin 
YS8(E),BTE,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,NA,no,B,38,4,euploid,heterozygous,"97,345",80.4,27,282,Mixed origin 
2680,BMM,Vagina,"Human, clinical","Vall d'Hebron hospital, Barcelona, Spain",no,A,20,4,aneu;-1*1;-1*6;+1*7;-1*9;+1*13;+1*15;,heterozygous,"96,513",80.4,11,220,Mixed origin 
SD-15,CBF,Sourdough levan,Bakery,"Matera, Italy",no,A,158,4,aneu;+1*9;,heterozygous,"97,515",80.8,13,232,Mixed origin 
malade 98 3312,CKK,"Feces, clinical","Human, clinical","Amiens, France",no,A,96,4,euploid,heterozygous,"95,578",80.8,13,155,Mixed origin 
malade Berchid,CKS,Unknown,"Human, clinical",France,no,B,132,4,aneu;+1*15;-1*16;,heterozygous,"95,106",79,15,236,Mixed origin 
malade Moreau,CLA,Unknown,"Human, clinical",France,no,B,142,4,aneu;-1*14;,heterozygous,"95,895",80.5,18,195,Mixed origin 
YJM1326,SACE_YBW,Unknown,"Human, clinical","Minnesota, USA",no,A,55,2,euploid,homozygous,"52,705",0,156,567,UN
LCBG-3D6,CPI,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,Spar,8,2,euploid,heterozygous,"74,644",22.3,653,252,Mexican agave 
LCBG-3D2,CPM,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,none,0,2,euploid,heterozygous,"73,782",21.5,583,234,Mexican agave 
LCBG-Mosca3,CPK,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,A,27,2,euploid,heterozygous,"71,788",22.3,53,131,Mexican agave 
LCBG-4Y3,CPL,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,A,16,2,euploid,heterozygous,"73,971",23,256,248,Mexican agave 
LCBG-3D4,CPQ,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,A,20,2,aneu;+1*11;,heterozygous,"74,034",24.7,445,195,Mexican agave 
LCBG-3Y3,CPN,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,A,9,2,euploid,heterozygous,"75,247",25.5,199,183,Mexican agave 
LCBG-3Y8,CPR,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",no,A,14,2,aneu;+1*12;,heterozygous,"75,527",25.9,242,211,Mexican agave 
CLQCA_20-060,ALI,Water in leaf with organic matter,Water,"Yasuni National Park, Orellana, Ecuador",no,Spar,8,2,euploid,heterozygous,"86,950",18.6,"9,326",210,UN
HE008,BCG,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,266",10.3,417,230,French Guiana human 
HE001,BCB,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,898",11.1,366,218,French Guiana human 
HE013,BCM,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"82,798",8.5,257,207,French Guiana human 
CEY619,BDT,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,991",10.1,202,223,French Guiana human 
HE007,BCF,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,879",9.6,286,224,French Guiana human 
HE012,BCL,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,806",8.6,127,230,French Guiana human 
HE005,BCD,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"85,291",12.3,119,233,French Guiana human 
CEY615,BDP,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,072",9,174,277,French Guiana human 
HE010,BCI,Human feces,Human,French Guiana,no,none,0,2,aneu;+1*4;,heterozygous,"84,562",11.3,300,217,French Guiana human 
HE004,BCC,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"82,839",11.1,83,112,French Guiana human 
CEY623,BEC,Human feces,Human,French Guiana,no,none,0,2,aneu;+1*12;,heterozygous,"83,878",9,123,223,French Guiana human 
CEY624,BED,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,956",12,150,217,French Guiana human 
HE006,BCE,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,514",8.8,193,190,French Guiana human 
HE020,BCQ,Human,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,686",9,147,226,French Guiana human 
CEY620,BDV,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,027",9.8,140,228,French Guiana human 
CEY651,BNB,Fruits,Fruit,French Guiana,no,none,0,2,euploid,heterozygous,"85,700",11.4,127,284,French Guiana human 
CEY617,BDR,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"82,774",8.3,304,189,French Guiana human 
CEY649,BMV,Agouti paca (RO),Nature,French Guiana,no,none,0,2,euploid,heterozygous,"83,933",9.1,101,300,French Guiana human 
CEY650,BNA,Agouti paca (RO),Nature,French Guiana,no,none,0,2,euploid,heterozygous,"84,173",10.3,147,297,French Guiana human 
HE009,BCH,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,906",9.7,288,242,French Guiana human 
HE016,BCP,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,189",9.3,95,192,French Guiana human 
CEY618,BDS,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,136",11.2,125,196,French Guiana human 
HE015,BCN,Human feces,Human,French Guiana,no,none,0,1,euploid,homozygous,"79,777",0,45,213,French Guiana human 
CEY621,BEA,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"83,253",8.2,115,186,French Guiana human 
CEY652,BNC,Fruits,Fruit,French Guiana,no,none,0,2,euploid,heterozygous,"83,874",7.5,317,334,French Guiana human 
CEY616,BDQ,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"85,618",12.8,671,213,French Guiana human 
CEY622,BEB,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"85,611",11.6,655,307,French Guiana human 
HE011,BCK,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,931",11.4,445,238,French Guiana human 
CEY646,BMR,Chicken,Nature,French Guiana,no,none,0,2,euploid,heterozygous,"82,826",6.6,245,291,French Guiana human 
CEY625,BEE,Human feces,Human,French Guiana,no,none,0,2,euploid,heterozygous,"84,594",11.1,429,241,French Guiana human 
CEY653,BND,Fruits,Fruit,French Guiana,no,none,0,2,euploid,heterozygous,"82,589",6,300,189,French Guiana human 
CEY647,CQS,Molossus molossus (bat),Nature,French Guiana,no,none,0,2,euploid,homozygous,"80,676",0,"19,508",243,UN
908,BBM,Raicilla (Mexican distilled spirit),Distillery,"Jalisco, Mexico",no,Spar,30,2,euploid,homozygous,"79,266",0,"3,874",279,UN
906,CPA,Must from various Agave sp. ,Nature,Mexico,no,A,13,2,euploid,heterozygous,"83,678",21.3,"4,762",299,UN
PW5_b,ADE,Raphia palm wine,Palm wine,"Aba, Abia State, Nigeria",yes,none,0,1,euploid,homozygous,"74,022",0,"2,686",261,UN
YJM1399,SACE_YCL,Wild cherry tree,Tree,NA,no,none,0,2,euploid,homozygous,"46,357",0,867,88,UN
YJM1311,SACE_YBV,Unknown,"Human, clinical","Michigan, USA",no,B,77,2,euploid,homozygous,"50,816",0,408,282,UN
YJM693,SACE_YAX,Unknown,"Human, clinical","Texas, USA",no,none,0,2,euploid,homozygous,"49,810",0,683,40,UN
YJM1385,SACE_YCG,Sugar refinery,Industrial,"Maryland, USA",no,none,0,2,euploid,homozygous,"51,737",0,"1,115",185,UN
CBS1388a,AAH,Unknown,Unknown,NA,yes,A,1,1,euploid,homozygous,"52,600",0,780,264,UN
CBS1173,AFS,Fruit ilex,Fruit,NA,no,none,0,2,aneu;-1*2;-1*3;-1*4;-1*6;-1*9;-1*10;-1*11;-1*15;-1*16;,heterozygous,"58,552",18.4,"1,314",237,UN
CBS2444,AGC,Distillery,Distillery,"Seagrams distillery, Louisville, Kentucky",yes,A,17,1,aneu;+1*1;+1*5;+1*10;+1*11;,heterozygous,"50,356",10.2,499,85,UN
4.5_WLP530,CFC,"Carlsberg Beer, Abbey ale yeast (Westmalle brewery)",Beer,"Westmalle, Belgium",no,A,85,4,aneu;-1*12;,heterozygous,"84,295",68.9,"2,228",216,Ale beer 
CBS6308,AGB,"Brewer yeast, Yorkshire type",Beer,"South Yorkshire, UK",no,A,111,2,euploid,heterozygous,"57,000",40.9,437,60,Ale beer 
CECT1462,ATV,Beer,Beer,UK,no,A,153,4,euploid,heterozygous,"79,605",63.4,"2,043",88,Ale beer 
CBS2165a,AAC,Brewers,Beer,England,no,A,14,2,euploid,heterozygous,"66,697",38,"1,966",271,Ale beer 
NCYC_1187,CBR,Ale strain,Beer,UK,no,A,168,4,euploid,heterozygous,"83,141",63.9,80,150,Ale beer 
1.6_Safale_S40,CFG,Carlsberg Beer,Beer,UK,no,A,106,4,aneu;-1*6;,heterozygous,"84,065",63.6,196,276,Ale beer 
Nottingham_ale_1.8_Lallemand,CFH,Carlsberg Beer,Beer,UK,no,A,119,4,aneu;-1*1;-1*7;,heterozygous,"83,187",64.1,413,222,Ale beer 
CBS1248,AEC,Brewers yeast,Beer,NA,no,A,23,Xn,NA,heterozygous,"78,687",59.1,"1,961",111,Ale beer 
1.3_Safale_US05,CFD,"Carlsberg Beer, American Ale yeast",Beer,USA,no,A,63,4,aneu;-1*1;-1*5;+1*6;-1*12;,heterozygous,"74,644",50.3,343,190,Ale beer 
5.5_WLP090,CFM,"Carlsberg Beer, ""San Diego Super Yeast""",Beer,"San Diego, USA",no,A,70,4,aneu;-1*1;-1*5;-1*9;,heterozygous,"75,244",51.3,502,258,Ale beer 
CBS1230,AQT,Beer,Beer,Belgium,no,A,109,3,aneu;+1*6;,heterozygous,"69,879",44.4,"1,314",232,Ale beer 
DBVPG6694,BRP,Artois Peterman beer,Beer,Belgium,no,A,60,4,aneu;+1*1;-1*3;,heterozygous,"78,549",57.6,481,302,Ale beer 
DBVPG6693,BSI,Beer,Beer,Belgium,no,A,176,4,aneu;+1*1;+1*9;-1*14;,heterozygous,"74,184",52.7,263,259,Ale beer 
CBS1171,AEB,Brewers top yeast,Beer,"Oranjeboom brewery, Rotterdam, Netherlands",no,A,112,4,aneu;+1*1;+1*2;+1*15;,heterozygous,"74,793",52,137,212,Ale beer 
CLIB227,ASH,Beer holland,Beer,Netherlands,no,A,122,4,aneu;-1*1;-1*5;-1*7;-1*8;+1*9;-1*14;+1*16;,heterozygous,"71,496",48.7,34,149,Ale beer 
CCY_21-4-106,BBG,River water (Morava),Water,"Devinska Nova Ves, Slovakia",no,A,184,4,aneu;-1*1;-1*6;-1*8;-1*10;-1*14;-1*16;,heterozygous,"71,763",47.7,78,230,Ale beer 
DBVPG6695,BRQ,Orval Trappist beer,Beer,Belgium,no,A,110,4,aneu;-1*1;-1*5;+2*9;-1*10;+1*13;,heterozygous,"75,749",54.5,296,331,Ale beer 
UCD_06-645,CGC,"Female olive fly, surface sterilized, smashed, plated on RBCA",Fruit,"Davis, CA, UCD",no,A,135,4,euploid,heterozygous,"79,147",59,387,302,Ale beer 
SM8.3.M5,CNC,Bioethanol,Bioethanol,Brazil,no,B,124,2,euploid,heterozygous,"70,376",54.4,"1,529",217,M3
2720,BMQ,Blood,"Human, clinical","La Fe Hospital,Valencia, Spain",no,B,11,2,aneu;+1*1;+1*6;+1*7;+1*9;+1*11;+1*12;+1*13;,heterozygous,"53,504",65.6,"1,844",58,M3
YJM269_1b,ACN,Red Blauer Portugieser grapes,Wine,Austria,yes,A,23,1,euploid,homozygous,"23,030",0,19,191,M3
1,CBK,Chalcidoidea  ,Insect,Schleswig-Holstein,no,A,35,1,euploid,homozygous,"29,204",2.3,3,233,M3
2,CBL,Chalcidoidea  ,Insect,Schleswig-Holstein,no,A,13,2,euploid,heterozygous,"62,006",91.1,7,189,M3
DBVPG6044,AKI,Bili wine,Wine,West Africa,no,A,12,2,euploid,homozygous,"61,663",0,8,175,M3
Y55_1b,ADA,Wine,Wine,France,yes,A,19,1,euploid,homozygous,"62,285",0,5,267,M3
YJM627,ATE,Seg. Y55,Unknown,France,no,A,91,2,euploid,homozygous,"62,289",0,2,256,M3
3,CBM,Chalcidoidea  ,Insect,Forest of Nehmten in Schleswig-Holstein,no,A,12,2,euploid,heterozygous,"62,734",87.9,13,250,M3
EM93_3,ACA,Rotting fig,Fruit,"California, USA",yes,A,21,1,euploid,homozygous,"25,551",0,0,230,M3
TL229S2.2,ACB,Cheese,Dairy,France,yes,A,21,1,euploid,homozygous,"25,605",0,5,249,M3
DBVPG6350,BRL,UC Berkeley,Unknown,USA,no,A,7,1,aneu;+1*11;,homozygous,"17,881",4.4,132,184,M3
CBS7765,ADT,Salmo gairdneri (rainbow trout),Nature,"Sweden, Goteborg",yes,A,1,1,euploid,homozygous,100,0,12,267,M3
W303,SACE_GAV,Lab strain,Lab strain,NA,no,A,57,2,euploid,homozygous,"7,951",0,16,19,M3
YJM1381,SACE_YCE,Rum fermentation,Distillery,Trinidad,no,B,85,2,euploid,homozygous,"50,506",0,"1,122",316,M3
YJM1386,SACE_YCH,Sugar cane,Nature,Jamaica,no,B,49,2,euploid,homozygous,"53,201",0,585,45,M3
NCYC_2966,CLG,Feces,"Human, clinical","Nottingham, UK",no,B,6,2,euploid,heterozygous,"71,760",57.2,"1,806",268,M3
MTF2546,CQC,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"60,620",21.9,10,259,West African cocoa 
MTF2547,CQD,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"60,680",21.9,10,281,West African cocoa 
MTF2550,CQG,Cocoa bean fermentation,Fermentation,West Africa,no,A,6,2,euploid,heterozygous,"67,960",21.4,587,231,West African cocoa 
MTF2552,CQI,Cocoa bean fermentation,Fermentation,West Africa,no,A,6,2,euploid,heterozygous,"69,228",26.8,782,268,West African cocoa 
MTF2551,CQH,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"64,122",31.5,20,254,West African cocoa 
MTF2554,CQL,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"65,042",34.7,5,215,West African cocoa 
AY529516,ANN,Cocoa bean fermentation,Fermentation,Ghana,no,none,0,2,euploid,heterozygous,"64,415",36.5,1,207,West African cocoa 
MTF2555,CQM,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"64,947",36.4,6,272,West African cocoa 
MTF2548,CQE,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"63,365",33.1,9,215,West African cocoa 
MTF2553,CQK,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"60,388",24.4,25,298,West African cocoa 
MTF2549,CQF,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"60,318",22.5,31,266,West African cocoa 
MTF2556,CQN,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"61,386",27.4,22,222,West African cocoa 
MTF2557,CQP,Cocoa bean fermentation,Fermentation,West Africa,no,none,0,2,euploid,heterozygous,"60,014",20.7,234,286,West African cocoa 
CLQCA_04-021,AKQ,Beetle,Insect,"Los Rios, Ecuador",no,none,0,2,euploid,homozygous,"52,138",0,464,224,M3
CLQCA_09-001,AKS,Flower (Opuntia sp.),Flower,"Imbabura, Ecuador",no,A,8,2,euploid,homozygous,"55,664",0,219,207,M3
CLQCA_18-003,ALG,Cocoa fruit,Fruit,"Sucumbios, Ecuador",no,none,0,2,euploid,homozygous,"51,601",0,243,226,M3
YJM454_1b,ABH,"Human, clinical ","Human, clinical",NA,yes,A,19,1,euploid,homozygous,"53,845",0,77,183,M3
YJM456,SACE_YAN,Unknown,"Human, clinical","California, USA",no,A,103,2,euploid,homozygous,"42,954",0,4,108,M3
YJM1338,SACE_YBZ,Sour fig,Fruit,"Maryland, USA",no,A,50,2,euploid,homozygous,"54,838",0,92,208,M3
ZP_611,BTI,Quercus robur,Tree,"Canada, Vancouver,",no,A,5,2,euploid,homozygous,"58,106",0,329,315,M3
UCD_05-780,CGB,"Beetle from infested Prunus bokhariensis, walk plate on RBCA.  No mold on plate.  Prunus bokhariensis Type Botanky E-1-18",Insect,"Winters, CA Wolfskill USDA Prunus germplasm collection, ",no,A,78,2,euploid,homozygous,"53,627",0,30,211,M3
YJM1527,SACE_YDG,Prune,Fruit,"California, USA",no,A,110,2,euploid,homozygous,"46,033",0,7,65,M3
YJM653_1b,ABI,Brochoalveolar lavage,"Human, clinical",USA,yes,B,29,1,euploid,homozygous,"51,490",0,113,208,M3
YJM681,SACE_YAT,Unknown,"Human, clinical","California, USA",no,B,90,2,euploid,homozygous,"51,525",0,134,44,M3
D3742,BSK,Spoiled ice tea,Unknown,France,no,B,29,2,euploid,heterozygous,"65,669",45.4,596,250,M3
384103A,BMD,Human,Human,"RVI Newcastle, UK",no,B,21,2,euploid,heterozygous,"70,978",58.9,643,285,M3
YJM320b,AAV,Blood,"Human, clinical","California, USA",yes,B,22,1,euploid,homozygous,"50,886",0,1,188,M3
DBVPG6874,BRV,Human,"Human, clinical",USA ,no,B,22,2,euploid,heterozygous,"65,653",39.7,51,277,M3
YJM541,SACE_YAP,Unknown,"Human, clinical","California, USA",no,B,85,2,aneu;+1*9;,homozygous,"52,869",0,13,73,M3
YJM554,SACE_YAQ,Unknown,"Human, clinical","California, USA",no,B,59,2,euploid,homozygous,"53,947",0,22,69,M3
YJM555,SACE_YAR,Unknown,"Human, clinical","California, USA",no,B,42,2,euploid,homozygous,"50,682",0,130,131,M3
YJM678_1b,ABK,Unknown,"Human, clinical",NA,yes,none,0,1,euploid,homozygous,"49,537",0,29,202,M3
YJM682,SACE_YAU,Unknown,"Human, clinical","Texas, USA",no,B,74,2,euploid,homozygous,"49,259",0,18,67,M3
YJM326_b,ABA,"Human, clinical ","Human, clinical","California, USA",yes,B,25,1,euploid,homozygous,"50,836",0,35,217,M3
YJM683,SACE_YAV,Unknown,"Human, clinical","Texas, USA",no,none,0,2,euploid,homozygous,"51,208",0,45,106,M3
YJM145_b,AAS,AIDS patient,"Human, clinical",USA,yes,A,37,1,euploid,homozygous,"52,302",0,145,177,M3
YJM280_b,AAT,Peritoneal fluid,"Human, clinical",USA,yes,B,24,1,aneu;+1*1;,homozygous,"53,723",0,207,201,M3
YJM440_1b,ABG,"Human, clinical ","Human, clinical",NA,yes,A,29,1,euploid,homozygous,"53,538",0,128,177,M3
YJM450,SACE_YAK,Unknown,"Human, clinical","California, USA",no,A,62,2,euploid,homozygous,"53,367",0,143,153,M3
ATCC_38618:2-2,CEN,Concentrated orange juice,Fruit,NA,no,B,212,2,aneu;+1*11;+1*13;,heterozygous,"51,817",0.1,141,199,M3
YJM689,SACE_YAW,Unknown,"Human, clinical","Texas, USA",no,none,0,2,euploid,homozygous,"49,427",0,251,36,M3
YJM1190,SACE_YBJ,Unknown,"Human, clinical","Michigan, USA",no,B,87,2,euploid,homozygous,"38,681",0,100,31,M3
YJM1199,SACE_YBK,Unknown,"Human, clinical","Michigan, USA",no,B,101,2,euploid,homozygous,"54,843",0,79,42,M3
YJM1202,SACE_YBL,Unknown,"Human, clinical","Michigan, USA",no,B,79,2,euploid,homozygous,"54,837",0,178,455,M3
YJM1304,SACE_YBT,Unknown,"Human, clinical","Texas, USA",no,B,104,2,euploid,homozygous,"54,208",0,306,526,M3
CLIB208_1,ADK,Bakery,Bakery,"Shanaong, China",no,A,70,2,aneu;-1*9;,heterozygous,"63,171",41.2,"1,957",224,M3
378604X,SACE_MAB,Clinical sputum,"Human, clinical","Newcastle, UK",no,B,17,2,euploid,homozygous,"47,666",0,596,46,M3
malade 3285/11-2-4,CKA,Bronchoalveolar lavage (therapy isolate),"Human, clinical","Paris, France, H3",no,A,1,2,euploid,heterozygous,"62,400",43.5,650,183,M3
CBS1544,AGP,Juice,Fruit,Netherlands,yes,none,0,1,aneu;+1*1;+1*9;,heterozygous,"51,572",4.9,159,287,M3
YJM1549,SACE_YDH,Fermenting fruit juice,Fermentation,Netherlands,no,none,0,2,aneu;+1*1;+1*6;+1*11;,homozygous,"49,737",0,152,233,M3
SC 32 F. Dromer IP,CHS,Feces,"Human, clinical",France,no,B,122,2,euploid,heterozygous,"60,498",37.5,5,221,M3
SC 33 F. Dromer IP,CHT,Feces,"Human, clinical",France,no,B,88,2,euploid,heterozygous,"61,535",38.4,31,286,M3
YJM428_1b,ABD,Paracenteis fluid,"Human, clinical","California, USA",no,B,36,2,aneu;+2*16;,homozygous,"49,343",0,7,206,M3
YJM308,ATC,Clinical,"Human, clinical",NA,no,B,107,2,aneu;+1*11;,heterozygous,"64,818",53.2,217,200,M3
YJM339,ATD,Clinical,"Human, clinical",NA,no,B,115,2,euploid,homozygous,"50,732",0,247,201,M3
DBVPG6696,ANA,Banana wine,Wine,Burundi,no,none,0,2,aneu;+1*12;,heterozygous,"63,774",7.3,"4,652",247,M3
IMB-53,BBL,"Beetle Mimela aurata (Coleoptera, Rutelinae)",Insect,"Platanus orientalis forest, in Belasista Mountain, near Kamena Village in Bulgaria",no,none,0,2,aneu;+1*5;+1*8;+1*9;+1*12;+1*14;,homozygous,"62,200",0,"3,333",296,M3
N37-1A,CDC,Exudate of Quercus robur,Tree,"Botanical Garden, Novosibirsk, Siberia, Russia",no,none,0,2,aneu;-1*5;,homozygous,"63,582",0,803,234,M3
N38-4A,CDD,Exudate of Quercus robur,Tree,"Botanical Garden, Novosibirsk, Siberia, Russia",no,none,0,2,euploid,homozygous,"63,187",0,227,221,M3
N39-7A,CDE,Exudate of Quercus robur,Tree,"Novosibirsk, Siberia, Russia",no,none,0,2,euploid,homozygous,"63,268",0,278,202,M3
997,CPC,Apricot pulp,Fruit,Hungary,no,C,15,2,euploid,heterozygous,"73,341",54.6,"1,818",203,M3
269521J,BMF,Human,Human,"RVI Newcastle, UK",no,B,158,2,aneu;+1*1;,heterozygous,"75,631",57.8,"2,147",308,M3
malade 98 2601,CKN,"Feces, clinical","Human, clinical","Amiens, France",no,A,87,2,euploid,heterozygous,"76,104",65.8,955,196,M3
PB11,CIG,Feces,"Human, clinical",Netherlands,no,A,39,2,euploid,heterozygous,"65,549",48.8,75,246,M3
PB15,CIL,Feces,"Human, clinical",Netherlands,no,A,74,2,euploid,heterozygous,"68,647",53.9,99,194,M3
CBS428a,AAG,Unknown,Unknown,NA,yes,C,27,1,euploid,homozygous,"55,875",0,383,213,M3
CBS6333,AHA,Rotting banana (from Musa sapientum),Fruit,Costa Rica,yes,C,30,1,euploid,homozygous,"52,500",0,330,194,M3
PB13,CII,Sputum,"Human, clinical",Netherlands,no,B,69,2,euploid,heterozygous,"70,156",53.3,85,173,M3
PB14,CIK,Sputum,"Human, clinical",Netherlands,no,B,70,2,aneu;+1*11;,heterozygous,"70,838",54,65,208,M3
NCYC_2798,BTA,"Clinical isolate, AIDS patient","Human, clinical",Germany,no,none,0,3,euploid,heterozygous,"83,228",67.8,"1,525",217,M3
#36,BDC,Evolution canyon,Nature,Israel,no,B,61,2,aneu;+1*1;,heterozygous,"67,299",41.3,41,239,M3
#57,BDF,Evolution canyon,Nature,Israel,no,B,62,2,aneu;+1*1;,heterozygous,"66,092",37.7,8,227,M3
#58,BDG,Evolution canyon,Nature,Israel,no,B,38,2,aneu;+1*1;,heterozygous,"66,112",37.9,9,229,M3
B10-1,CHQ,Levain from organic flour,Bakery,Forcalquier,no,none,0,2,euploid,heterozygous,"73,855",53.2,"2,187",277,M3
21-4-114,ALR,Leaves of peach tree (Prunus armeniaca),Tree,"Male levare, Slovakia",no,B,28,3,aneu;+1*9;+1*11;+1*12;,heterozygous,"81,176",63.1,"3,288",222,M3
CBS1394,AEL,Distillery,Distillery,NA,no,A,48,2,euploid,heterozygous,"72,219",45.8,"1,220",213,M3
CBS2441,AEE,Distillery,Distillery,NA,no,A,116,3,aneu;+2*1;+1*5;+1*8;+1*9;,heterozygous,"77,418",49,797,223,M3
